Age,Sex,Sleep quality,Reliability,Psychoticism,Nervousness,Character
40,1,0,45.74,54.3,67.24,40.81
22,1,2,64.22,34.11,50.2,35.65
23,1,2,40.62,46.85,67.9,47.73
17,1,3,44.53,52.8,75.61,32.39
20,1,1,34.3,55.71,77.89,34.69
48,1,3,63.75,37.24,67.24,57.52
53,1,2,39.87,42.14,57.2,49.78
30,1,2,34.72,37.29,67.9,62.22
43,1,3,54.74,37.24,54.72,45.58
26,1,2,46.52,43.66,65.69,40.48
29,1,2,52.42,46.85,61.26,45.31
27,1,1,37.67,43.66,56.84,54.98
41,1,3,54.74,50.89,54.72,43.2
25,1,2,37.67,37.29,74.54,38.07
53,1,1,55.91,45.12,63.47,35
40,1,2,56.55,42.99,53.46,38.2
23,1,3,52.42,27.74,63.47,59.81
23,1,2,34.72,53.22,67.9,45.31
41,1,3,39.73,30.41,56.81,52.74
26,1,2,46.52,37.29,74.54,67.05
26,1,2,64.22,30.92,50.2,69.47
25,1,2,34.72,50.03,74.54,28.41
44,1,3,51.74,47.47,65.16,47.97
52,1,3,58.58,36.19,48.85,49.78
48,1,1,42.73,54.3,63.07,64.68
28,1,2,52.42,27.74,43.56,45.31
42,1,3,54.74,33.82,71.42,47.97
38,1,3,38.09,42.99,72.45,42.93
54,1,3,63.93,36.19,55.11,62.09
36,1,3,44.25,53.98,72.45,47.66
22,1,3,25.87,53.22,72.32,52.56
33,1,3,28.86,53.98,74.56,42.93
73,1,0,57.24,37.79,50.37,63.52
41,1,2,39.73,50.89,71.42,47.97
17,1,1,36.85,29.48,32.43,48.48
37,1,3,28.86,62.23,0,33.48
41,1,2,42.73,61.13,69.33,33.65
27,1,3,55.37,40.48,72.32,59.81
27,1,2,22.92,62.77,76.75,45.31
27,1,3,40.62,62.77,74.54,35.65
26,1,2,46.52,34.11,56.84,67.05
40,1,3,56.55,51.24,74.56,35.84
46,1,3,42.73,37.24,56.81,43.2
39,1,2,50.4,45.74,74.56,31.11
54,1,3,61.26,48.1,34.24,54.7
28,1,3,37.67,53.22,74.54,59.81
33,1,3,53.48,40.25,66.12,47.66
49,1,1,54.74,40.65,67.24,40.81
36,1,1,44.25,42.99,59.79,45.3
62,1,2,54.31,40.99,56.85,49.44
42,1,3,54.74,37.24,58.89,33.65
30,1,3,28.82,37.29,74.54,40.48
47,1,3,36.73,47.47,69.33,43.2
29,1,0,46.52,43.66,56.84,40.48
31,1,2,35.02,53.98,66.12,52.39
73,1,1,60.18,53.81,65.49,65.87
24,1,2,19.97,53.22,74.54,50.14
22,1,1,40.62,34.11,65.69,42.9
31,1,2,47.32,40.25,51.35,42.93
46,1,0,42.73,47.47,54.72,62.29
34,1,3,31.94,42.99,68.23,52.39
21,1,3,25.87,53.22,70.11,33.24
23,1,1,49.47,62.77,65.69,35.65
20,1,2,36.85,58.63,75.61,34.69
44,1,2,54.74,33.82,46.37,50.36
40,1,3,35.02,48.49,51.35,31.11
31,1,3,47.32,51.24,70.34,40.57
67,1,2,60.18,40.99,48.21,40.05
58,1,2,61.26,42.14,67.64,44.85
22,1,3,31.77,59.59,72.32,28.41
32,1,2,25.78,45.74,59.79,35.84
26,1,2,43.57,30.92,76.75,62.22
32,1,2,50.4,48.49,53.46,33.48
37,1,3,38.09,40.25,74.56,57.12
47,1,2,51.74,37.24,54.72,47.97
54,1,3,58.58,39.17,73.9,59.63
52,1,3,58.58,45.12,61.38,57.17
47,1,2,57.75,44.06,71.42,55.13
19,1,2,39.41,52.8,64.25,32.39
21,1,1,31.77,56.4,72.32,54.98
35,1,2,62.71,34.75,40.8,45.3
65,1,3,36.72,66.63,78.44,54.13
22,1,2,49.47,43.66,56.84,50.14
44,1,2,45.74,44.06,71.42,43.2
49,1,3,54.74,33.82,54.72,67.06
26,1,3,46.52,50.03,72.32,33.24
64,1,3,48.45,37.79,52.53,58.83
30,1,2,34.72,46.85,47.99,54.98
32,1,3,25.78,64.97,72.45,47.66
33,1,2,44.25,45.74,61.9,59.48
60,1,3,45.51,44.2,74.13,58.83
59,1,3,61.26,48.1,55.11,67.02
26,1,2,25.87,65.96,76.75,35.65
20,1,3,34.72,34.11,65.69,54.98
54,1,3,58.58,42.14,42.59,37.46
27,1,2,46.52,43.66,63.47,52.56
37,1,3,47.32,48.49,34.47,71.3
45,1,1,63.75,33.82,54.72,45.58
44,1,1,57.75,37.24,58.89,55.13
66,1,2,51.38,37.79,61.17,44.74
42,1,2,60.75,37.24,44.28,43.2
34,1,3,19.63,45.74,66.12,47.66
50,1,3,60.75,44.06,40.1,50.36
57,1,1,66.6,48.1,36.33,39.93
54,1,1,58.58,39.17,63.47,32.54
29,1,3,34.72,62.77,74.54,30.82
24,1,3,28.82,62.77,74.54,30.82
56,1,2,45.21,48.1,48.85,35
29,1,1,46.52,50.03,70.11,52.56
40,1,3,31.94,42.99,55.57,52.39
20,1,3,39.41,64.46,73.34,32.39
34,1,3,35.02,34.75,53.46,64.21
33,1,2,44.25,45.74,68.23,42.93
61,1,2,39.65,44.2,65.49,40.05
36,1,2,65.78,37.5,68.23,45.3
47,1,3,39.73,44.06,38.02,38.42
27,1,3,67.17,37.29,52.41,35.65
42,1,2,63.75,44.06,63.07,59.9
64,1,0,30.85,73.04,50.37,47.09
38,1,3,47.32,45.74,72.45,33.48
33,1,1,38.09,59.48,72.45,35.84
39,1,2,59.63,37.5,51.35,40.57
25,1,3,55.37,53.22,61.26,45.31
18,1,1,62.43,32.39,57.43,39.29
26,1,3,37.67,69.14,72.32,30.82
22,1,1,52.42,37.29,41.35,71.88
27,1,1,43.57,34.11,67.9,42.9
17,1,1,49.64,35.31,68.8,39.29
35,1,3,68.86,40.25,57.68,54.75
44,1,3,57.75,50.89,52.63,47.97
44,1,1,48.74,44.06,40.1,62.29
36,1,3,25.78,48.49,66.12,54.75
55,1,2,34.52,51.07,71.82,44.85
36,1,2,41.17,45.74,59.79,52.39
46,1,3,36.73,71.37,69.33,45.58
37,1,2,56.55,37.5,59.79,35.84
47,1,3,45.74,37.24,38.02,57.52
41,1,2,54.74,57.71,44.28,69.45
37,1,2,47.32,45.74,61.9,66.57
49,1,3,51.74,37.24,46.37,47.97
39,1,3,56.55,42.99,57.68,33.48
35,1,2,31.94,56.73,57.68,50.02
35,1,2,35.02,64.97,74.56,38.2
40,1,2,33.72,44.06,75.59,36.04
20,1,3,34.3,64.46,75.61,30.09
46,1,3,54.74,54.3,73.51,69.45
53,1,3,66.6,51.07,53.03,64.56
59,1,3,61.26,48.1,42.59,47.32
55,1,3,55.91,48.1,59.29,42.39
35,1,2,41.17,51.24,70.34,38.2
59,1,3,55.91,42.14,61.38,54.7
23,1,2,11.12,91.43,74.54,57.39
47,1,0,48.74,57.71,71.42,36.04
36,1,2,50.4,34.75,49.24,40.57
36,1,2,41.17,45.74,68.23,71.3
19,1,2,62.43,35.31,71.07,32.39
29,1,2,58.32,37.29,63.47,67.05
20,1,1,31.74,52.8,75.61,55.38
31,1,1,25.78,53.98,61.9,57.12
32,1,2,35.02,42.99,38.69,68.94
24,1,2,40.62,40.48,74.54,54.98
40,1,2,53.48,37.5,59.79,38.2
49,1,2,57.75,54.3,65.16,57.52
18,1,1,49.64,38.22,59.7,36.99
22,1,1,31.77,56.4,74.54,52.56
44,1,3,45.74,50.89,65.16,33.65
40,1,3,57.75,50.89,67.24,38.42
47,1,2,39.73,47.47,54.72,50.36
38,1,2,44.25,48.49,70.34,38.2
47,1,3,51.74,50.89,75.59,38.42
33,1,1,31.94,42.99,66.12,59.48
43,1,3,57.75,50.89,52.63,31.26
65,1,3,54.31,50.61,37.41,49.44
29,1,3,31.77,40.48,63.47,52.56
67,1,3,54.31,44.2,43.89,40.05
41,1,3,42.73,33.82,52.63,57.52
59,1,3,58.58,39.17,57.2,44.85
44,1,3,60.75,33.82,50.54,40.81
24,1,2,55.37,37.29,70.11,35.65
24,1,2,46.52,37.29,52.41,54.98
22,1,2,43.57,34.11,52.41,67.05
34,1,2,41.17,42.99,68.23,52.39
54,1,3,53.24,54.05,67.64,54.7
62,1,1,33.78,44.2,50.37,40.05
22,1,3,49.47,50.03,70.11,40.48
70,1,3,57.24,44.2,63.33,44.74
53,1,3,53.24,39.17,63.47,59.63
32,1,3,19.63,48.49,61.9,47.66
26,1,2,55.37,37.29,54.62,33.24
51,1,3,61.26,39.17,44.68,42.39
30,1,3,64.22,37.29,59.05,42.9
45,1,3,48.74,40.65,52.63,43.2
51,1,3,50.56,42.14,59.29,35
41,1,2,45.74,44.06,52.63,52.74
39,1,2,56.55,42.99,28.14,54.75
53,1,2,61.26,48.1,53.03,62.09
56,1,2,50.56,36.19,63.47,59.63
29,1,3,28.82,46.85,45.77,62.22
29,1,3,52.42,37.29,56.84,40.48
24,1,3,55.37,34.11,50.2,64.64
43,1,1,42.73,50.89,60.98,36.04
44,1,2,39.73,61.13,73.51,64.68
24,1,2,37.67,56.4,67.9,38.07
47,1,3,48.74,57.71,54.72,55.13
57,1,2,58.58,51.07,36.33,54.7
56,1,3,58.58,48.1,44.68,44.85
52,1,3,39.87,62.98,57.2,54.7
47,1,1,63.75,47.47,46.37,59.9
52,1,2,55.91,42.14,69.73,39.93
57,1,2,58.58,42.14,32.15,42.39
55,1,1,50.56,57.02,55.11,37.46
61,1,0,60.18,44.2,41.73,49.44
33,1,3,59.63,40.25,68.23,45.3
30,1,3,52.42,56.4,63.47,50.14
28,1,3,55.37,46.85,47.99,38.07
44,1,2,60.75,37.24,46.37,57.52
35,1,3,47.32,34.75,53.46,50.02
57,1,2,37.19,62.98,69.73,69.48
54,1,3,39.87,36.19,71.82,44.85
43,1,3,63.75,50.89,52.63,43.2
26,1,3,37.67,46.85,72.32,67.05
26,1,2,25.87,50.03,76.75,47.73
27,1,2,40.62,34.11,59.05,45.31
50,1,3,36.73,40.65,29.67,47.97
48,1,2,60.75,47.47,35.93,40.81
37,1,2,53.48,37.5,66.12,45.3
29,1,3,49.47,37.29,67.9,30.82
43,1,3,57.75,47.47,54.72,64.68
29,1,3,46.52,37.29,72.32,35.65
37,1,2,53.48,53.98,45.02,42.93
22,1,2,37.67,40.48,63.47,40.48
24,1,2,43.57,46.85,56.84,42.9
20,1,3,22.92,62.77,76.75,42.9
48,1,3,48.74,44.06,56.81,38.42
46,1,3,54.74,44.06,40.1,59.9
26,1,2,37.67,53.22,65.69,38.07
50,1,2,54.74,47.47,52.63,67.06
35,1,1,62.71,40.25,38.69,57.12
47,1,3,63.75,40.65,60.98,47.97
66,1,3,51.38,57.02,59.01,37.7
25,1,2,43.57,40.48,59.05,45.31
60,1,3,60.18,47.4,37.41,42.39
34,1,1,47.32,45.74,68.23,57.12
22,1,1,37.67,46.85,70.11,33.24
56,1,1,61.26,48.1,67.64,39.93
29,1,2,52.42,50.03,50.2,45.31
29,1,0,64.22,46.85,56.84,28.41
40,1,3,44.25,59.48,74.56,47.66
33,1,3,50.4,53.98,0,38.2
69,1,2,60.18,44.2,59.01,65.87
59,1,3,58.58,45.12,53.03,52.24
38,1,2,53.48,34.75,72.45,35.84
48,1,3,42.73,44.06,60.98,47.97
39,1,2,31.94,53.98,72.45,40.57
32,1,1,44.25,48.49,70.34,54.75
58,1,2,63.93,42.14,50.94,57.17
32,1,0,47.32,45.74,45.02,42.93
43,1,1,48.74,50.89,48.46,79
22,1,2,58.32,34.11,59.05,47.73
40,1,2,30.72,71.37,75.59,50.36
46,1,3,36.73,40.65,63.07,57.52
45,1,3,51.74,37.24,58.89,55.13
43,1,3,39.73,40.65,52.63,71.84
31,1,3,41.17,51.24,74.56,35.84
29,1,2,25.87,56.4,72.32,64.64
34,1,2,44.25,37.5,38.69,64.21
45,1,2,21.71,57.71,46.37,57.52
19,1,3,36.85,46.97,61.98,32.39
18,1,2,39.41,58.63,75.61,55.38
39,1,3,47.32,45.74,61.9,33.48
30,1,3,22.71,64.97,74.56,40.57
32,1,3,31.94,42.99,34.47,42.93
65,1,2,54.31,53.81,30.93,42.39
63,1,3,57.24,47.4,46.05,37.7
29,1,2,40.62,40.48,43.56,42.9
26,1,3,34.72,46.85,59.05,57.39
27,1,3,43.57,46.85,70.11,45.31
50,1,3,24.71,44.06,52.63,33.65
55,1,3,47.89,42.14,61.38,30.07
38,1,2,53.48,34.75,47.13,64.21
33,1,3,41.17,53.98,72.45,47.66
63,1,2,27.92,53.81,67.65,51.78
29,1,2,49.47,34.11,67.9,45.31
28,1,2,55.37,50.03,47.99,35.65
38,1,2,50.4,37.5,45.02,50.02
32,1,2,19.63,78.71,57.68,61.84
24,1,0,43.57,37.29,32.5,69.47
47,1,3,39.73,47.47,75.59,43.2
25,1,2,46.52,40.48,74.54,40.48
28,1,3,46.52,40.48,74.54,59.81
29,1,1,52.42,40.48,65.69,62.22
32,1,1,53.48,48.49,53.46,64.21
28,1,1,46.52,34.11,61.26,38.07
29,1,3,28.82,43.66,72.32,35.65
17,1,2,29.18,52.8,75.61,34.69
25,1,1,49.47,53.22,65.69,35.65
65,1,2,48.45,44.2,71.97,40.05
60,1,2,58.58,42.14,40.5,67.02
33,1,1,31.94,51.24,61.9,61.84
53,1,1,50.56,48.1,59.29,62.09
29,1,3,52.42,43.66,54.62,50.14
30,1,3,49.47,46.85,76.75,38.07
55,1,3,61.26,39.17,44.68,59.63
25,1,3,46.52,53.22,52.41,54.98
50,1,3,61.26,42.14,38.41,62.09
18,1,1,31.74,52.8,73.34,36.99
20,1,3,59.87,44.05,66.52,46.18
26,1,3,43.57,53.22,61.26,35.65
43,1,3,51.74,37.24,58.89,45.58
45,1,3,39.73,61.13,63.07,64.68
33,1,3,53.48,48.49,64.01,38.2
19,1,2,41.97,46.97,77.89,64.57
23,1,3,40.62,46.85,59.05,28.41
39,1,2,28.86,53.98,74.56,35.84
65,1,2,51.38,44.2,67.65,56.48
32,1,2,22.71,42.99,72.45,35.84
51,1,3,55.91,45.12,57.2,35
20,1,1,36.85,64.46,73.34,36.99
62,1,1,54.31,44.2,46.05,44.74
24,1,3,31.77,46.85,63.47,47.73
62,1,3,60.18,44.2,54.69,56.48
46,1,2,56.55,51.24,36.58,57.12
66,1,3,51.38,53.81,30.93,40.05
53,1,2,45.21,60,57.2,42.39
57,1,3,53.24,60,61.38,47.32
40,1,0,41.17,51.24,55.57,57.12
44,1,3,33.72,47.47,69.33,55.13
38,1,3,56.55,34.75,66.12,61.84
20,1,3,34.72,40.48,72.32,54.98
23,1,2,31.77,88.25,70.11,52.56
36,1,3,50.4,45.74,51.35,61.84
42,1,1,57.75,37.24,44.28,59.9
19,1,2,36.85,49.88,71.07,50.78
39,1,2,53.48,48.49,53.46,45.3
24,1,2,52.42,34.11,52.41,62.22
64,1,3,54.31,57.02,28.77,47.09
48,1,3,27.72,57.71,75.59,62.29
48,1,2,63.75,30.41,54.72,43.2
40,1,3,28.86,42.99,66.12,38.2
28,1,3,61.27,27.74,47.99,38.07
23,1,0,34.72,43.66,72.32,54.98
32,1,3,59.63,45.74,68.23,38.2
53,1,2,58.58,48.1,69.73,32.54
39,1,3,59.63,53.98,72.45,33.48
26,1,3,43.57,40.48,50.2,54.98
24,1,2,46.52,43.66,63.47,38.07
27,1,2,25.87,62.77,61.26,47.73
51,1,3,55.91,48.1,61.38,52.24
33,1,1,53.48,45.74,64.01,50.02
26,1,1,49.47,37.29,41.35,59.81
46,1,3,60.75,37.24,69.33,55.13
29,1,2,52.42,43.66,50.2,38.07
39,1,2,44.25,45.74,61.9,57.12
44,1,1,33.72,57.71,60.98,47.97
49,1,3,51.74,54.3,48.46,36.04
29,1,1,46.52,53.22,59.05,35.65
29,1,2,52.42,46.85,63.47,64.64
51,1,3,55.91,39.17,38.41,42.39
31,1,2,22.71,62.23,0,57.12
24,1,1,22.92,65.96,63.47,57.39
48,1,2,45.74,50.89,60.98,43.2
27,1,1,17.02,72.32,72.32,62.22
60,1,1,61.26,42.14,42.59,69.48
46,1,3,57.75,50.89,60.98,43.2
52,1,2,55.91,48.1,53.03,52.24
43,1,0,54.74,44.06,44.28,74.22
47,1,2,39.73,37.24,50.54,43.2
43,1,0,33.72,47.47,71.42,74.22
22,1,2,55.37,30.92,50.2,45.31
53,1,3,45.21,42.14,44.68,32.54
51,1,2,61.26,39.17,32.15,47.32
38,1,1,41.17,40.25,57.68,52.39
30,1,3,46.52,40.48,59.05,52.56
32,1,2,28.86,42.99,55.57,40.57
40,1,2,41.17,48.49,57.68,45.3
55,1,2,55.91,48.1,32.15,64.56
54,1,3,55.91,36.19,55.11,37.46
74,1,3,57.24,40.99,56.85,47.09
20,1,2,34.3,49.88,73.34,48.48
46,1,1,54.74,30.41,65.16,33.65
37,1,3,41.17,34.75,51.35,35.84
68,1,2,60.18,40.99,43.89,58.83
33,1,2,38.09,53.98,72.45,35.84
72,1,2,54.31,34.58,50.37,40.05
32,1,2,44.25,42.99,32.36,61.84
30,1,3,43.57,37.29,72.32,38.07
47,1,2,57.75,50.89,35.93,43.2
30,1,2,55.37,37.29,34.71,64.64
41,1,3,45.74,44.06,48.46,57.52
39,1,3,41.17,45.74,64.01,50.02
72,1,1,60.18,40.99,59.01,33
39,1,3,59.63,37.5,45.02,50.02
22,1,3,31.77,34.11,50.2,62.22
27,1,3,34.72,50.03,63.47,45.31
50,1,3,57.75,47.47,46.37,74.22
27,1,1,55.37,34.11,52.41,42.9
24,1,1,46.52,40.48,63.47,57.39
28,1,2,25.87,56.4,72.32,35.65
35,1,2,38.09,48.49,53.46,47.66
70,1,2,54.31,37.79,48.21,35.35
59,1,2,61.26,39.17,55.11,62.09
32,1,1,41.17,62.23,61.9,31.11
46,1,3,57.75,50.89,50.54,52.74
43,1,3,57.75,54.3,67.24,36.04
26,1,0,52.42,34.11,39.14,59.81
35,1,1,28.86,53.98,70.34,61.84
53,1,3,58.58,36.19,48.85,52.24
46,1,3,39.73,40.65,48.46,40.81
19,1,2,26.62,52.8,77.89,43.89
32,1,2,38.09,48.49,51.35,50.02
34,1,2,53.48,37.5,64.01,47.66
57,1,1,42.54,62.98,69.73,35
26,1,3,43.57,43.66,74.54,52.56
45,1,3,48.74,50.89,60.98,38.42
30,1,2,43.57,43.66,63.47,47.73
55,1,3,58.58,45.12,65.55,30.07
38,1,2,31.94,37.5,61.9,50.02
48,1,3,51.74,44.06,44.28,36.04
31,1,3,47.32,34.75,53.46,52.39
38,1,2,31.94,56.73,70.34,59.48
54,1,3,50.56,65.95,48.85,42.39
58,1,2,58.58,45.12,46.76,57.17
49,1,3,54.74,44.06,54.72,45.58
41,1,2,24.71,44.06,54.72,52.74
48,1,2,54.74,37.24,46.37,50.36
41,1,2,60.75,33.82,40.1,59.9
53,1,2,58.58,51.07,67.64,44.85
34,1,1,50.4,42.99,61.9,52.39
49,1,2,48.74,37.24,69.33,33.65
28,1,1,25.87,59.59,72.32,47.73
24,1,2,34.72,62.77,70.11,52.56
30,1,2,50.4,48.49,0,50.02
42,1,2,57.75,40.65,71.42,31.26
46,1,3,66.76,47.47,56.81,67.06
27,1,1,40.62,43.66,63.47,30.82
35,1,3,38.09,37.5,70.34,57.12
19,1,3,34.3,58.63,71.07,50.78
27,1,3,37.67,59.59,72.32,38.07
26,1,2,34.72,30.92,65.69,30.82
39,1,2,53.48,42.99,49.24,28.75
71,1,2,57.24,37.79,61.17,44.74
28,1,2,40.62,46.85,70.11,52.56
55,1,2,50.56,51.07,59.29,47.32
38,1,2,53.48,48.49,64.01,45.3
30,1,3,49.47,37.29,54.62,38.07
36,1,3,35.02,42.99,72.45,33.48
36,1,2,31.94,45.74,59.79,52.39
30,1,3,46.52,46.85,70.11,54.98
29,1,2,46.52,40.48,56.84,54.98
40,1,2,53.48,48.49,32.36,38.2
19,1,1,31.74,52.8,75.61,32.39
39,1,3,56.55,32.01,68.23,40.57
48,1,1,30.72,50.89,44.28,64.68
48,1,2,48.74,64.54,63.07,57.52
56,1,1,45.21,62.98,44.68,39.93
31,1,2,31.94,59.48,53.46,66.57
23,1,2,19.97,46.85,72.32,76.71
55,1,3,66.6,39.17,36.33,44.85
34,1,3,53.48,40.25,61.9,42.93
54,1,3,58.58,45.12,73.9,39.93
30,1,1,40.62,40.48,59.05,57.39
53,1,3,66.6,42.14,61.38,47.32
54,1,1,53.24,60,40.5,64.56
59,1,3,45.21,54.05,73.9,35
54,1,3,55.91,45.12,65.55,44.85
49,1,2,57.75,44.06,52.63,67.06
54,1,3,47.89,54.05,42.59,49.78
41,1,1,24.71,40.65,56.81,55.13
47,1,3,57.75,50.89,44.28,59.9
49,1,1,54.74,61.13,29.67,45.58
56,1,3,53.24,48.1,71.82,42.39
30,1,2,44.25,45.74,45.02,64.21
44,1,2,27.72,47.47,52.63,43.2
22,1,2,31.77,65.96,76.75,57.39
32,1,3,53.48,48.49,72.45,33.48
33,1,3,44.25,42.99,51.35,47.66
27,1,3,37.67,75.51,74.54,47.73
29,1,2,25.87,50.03,76.75,35.65
24,1,1,37.67,43.66,65.69,30.82
51,1,1,47.89,42.14,71.82,39.93
38,1,1,47.32,42.99,36.58,50.02
62,1,3,60.18,47.4,52.53,51.78
29,1,1,37.67,50.03,72.32,30.82
17,1,2,59.87,46.97,73.34,66.87
36,1,2,31.94,34.75,61.9,50.02
23,1,2,31.77,56.4,76.75,50.14
55,1,3,50.56,57.02,73.9,39.93
18,1,1,44.53,49.88,77.89,34.69
42,1,3,60.75,44.06,46.37,52.74
29,1,3,28.82,46.85,76.75,47.73
52,1,2,53.24,60,27.97,35
36,1,2,47.32,34.75,61.9,61.84
34,1,3,35.02,40.25,72.45,52.39
53,1,3,55.91,45.12,73.9,44.85
67,1,2,60.18,44.2,59.01,65.87
23,1,3,25.87,59.59,76.75,38.07
41,1,2,51.74,47.47,56.81,52.74
42,1,1,51.74,44.06,60.98,43.2
33,1,2,35.02,53.98,68.23,52.39
53,1,2,50.56,48.1,44.68,71.95
35,1,2,41.17,53.98,70.34,42.93
55,1,2,55.91,51.07,67.64,32.54
53,1,2,55.91,42.14,57.2,44.85
26,1,3,40.62,43.66,70.11,47.73
24,1,2,40.62,43.66,76.75,40.48
36,1,2,53.48,40.25,72.45,45.3
34,1,3,50.4,51.24,68.23,35.84
51,1,3,37.19,45.12,40.5,32.54
46,1,3,63.75,37.24,40.1,45.58
28,1,2,31.77,40.48,59.05,69.47
28,1,3,22.92,53.22,74.54,45.31
56,1,1,50.56,39.17,71.82,57.17
57,1,3,55.91,51.07,67.64,57.17
54,1,1,58.58,36.19,50.94,44.85
29,1,2,34.72,50.03,65.69,59.81
38,1,2,53.48,37.5,45.02,40.57
17,1,2,36.85,49.88,68.8,50.78
27,1,2,31.77,53.22,74.54,67.05
31,1,0,35.02,53.98,55.57,47.66
42,1,2,60.75,33.82,52.63,36.04
37,1,2,47.32,32.01,59.79,52.39
56,1,3,55.91,39.17,63.47,37.46
43,1,2,54.74,50.89,50.54,67.06
19,1,1,39.41,41.14,52.89,66.87
25,1,2,49.47,40.48,72.32,35.65
18,1,1,59.87,44.05,66.52,32.39
47,1,1,45.74,40.65,67.24,38.42
52,1,3,53.24,33.21,59.29,74.41
69,1,3,63.11,40.99,61.17,40.05
48,1,2,21.71,57.71,60.98,43.2
49,1,3,42.73,47.47,69.33,36.04
40,1,2,45.74,37.24,50.54,40.81
49,1,3,36.73,71.37,65.16,45.58
45,1,2,63.75,44.06,33.84,62.29
58,1,3,61.26,45.12,65.55,37.46
50,1,2,42.54,48.1,75.99,37.46
20,1,2,19.97,56.4,76.75,62.22
73,1,3,57.24,37.79,33.09,56.48
67,1,3,22.05,82.66,74.13,44.74
32,1,2,56.55,34.75,74.56,31.11
30,1,3,53.48,48.49,40.8,33.48
61,1,2,60.18,34.58,41.73,61.17
54,1,1,58.58,48.1,40.5,42.39
41,1,1,51.74,44.06,56.81,57.52
27,1,2,34.72,37.29,59.05,59.81
29,1,1,46.52,43.66,59.05,59.81
58,1,3,61.26,51.07,75.99,27.61
40,1,3,27.72,57.71,42.19,36.04
29,1,2,22.92,46.85,70.11,69.47
27,1,2,40.62,50.03,76.75,35.65
18,1,2,44.53,52.8,73.34,30.09
27,1,3,19.97,62.77,74.54,52.56
41,1,3,57.75,37.24,58.89,36.04
23,1,3,37.67,43.66,63.47,50.14
57,1,3,47.89,51.07,65.55,42.39
44,1,3,51.74,37.24,75.59,43.2
20,1,3,40.62,59.59,70.11,47.73
21,1,3,39.41,49.88,59.7,27.79
39,1,3,41.17,56.73,72.45,64.21
48,1,3,51.74,44.06,71.42,36.04
34,1,3,19.63,48.49,72.45,66.57
63,1,3,57.24,37.79,54.69,42.39
32,1,3,22.71,73.21,72.45,31.11
19,1,3,47.08,46.97,59.7,46.18
56,1,2,63.93,45.12,48.85,57.17
19,1,1,41.97,41.14,50.61,32.39
52,1,3,42.54,45.12,63.47,49.78
38,1,1,44.25,40.25,59.79,47.66
27,1,1,25.87,46.85,59.05,57.39
27,1,2,34.72,46.85,61.26,47.73
37,1,2,41.17,56.73,70.34,50.02
29,1,2,52.42,40.48,70.11,57.39
19,1,2,31.74,55.71,68.8,43.89
64,1,2,54.31,34.58,65.49,35.35
51,1,3,45.21,57.02,67.64,47.32
19,1,1,47.08,41.14,55.16,59.98
21,1,2,22.92,46.85,65.69,47.73
53,1,3,61.26,45.12,61.38,47.32
25,1,1,43.57,40.48,67.9,40.48
30,1,3,38.09,56.73,74.56,33.48
45,1,3,57.75,40.65,77.68,52.74
21,1,1,52.42,50.03,72.32,33.24
46,1,3,60.75,47.47,69.33,59.9
37,1,1,47.32,37.5,70.34,33.48
23,1,3,52.42,43.66,39.14,45.31
52,1,3,58.58,42.14,61.38,47.32
27,1,3,28.82,50.03,74.54,33.24
53,1,3,47.89,65.95,73.9,44.85
59,1,1,58.58,42.14,38.41,35
55,1,3,61.26,45.12,53.03,35
40,1,3,51.74,44.06,67.24,55.13
19,1,2,39.41,32.39,71.07,39.29
29,1,1,43.57,56.4,67.9,54.98
50,1,3,63.93,45.12,48.85,42.39
42,1,2,57.75,47.47,69.33,43.2
30,1,0,68.86,45.74,28.14,61.84
25,1,0,43.57,46.85,70.11,45.31
26,1,3,46.52,34.11,70.11,42.9
60,1,1,57.24,53.81,56.85,44.74
47,1,3,60.75,37.24,69.33,40.81
53,1,3,37.19,42.14,69.73,30.07
28,1,2,34.72,50.03,61.26,47.73
33,1,2,47.32,45.74,72.45,61.84
50,1,2,63.93,45.12,57.2,52.24
66,1,3,63.11,34.58,46.05,33
23,1,3,46.52,37.29,76.75,42.9
52,1,3,53.24,45.12,73.9,62.09
50,1,3,26.5,48.1,73.9,69.48
30,1,2,25.78,51.24,0,38.2
33,1,2,50.4,51.24,66.12,42.93
39,1,2,56.55,45.74,49.24,42.93
47,1,3,51.74,44.06,44.28,36.04
18,1,3,39.41,49.88,66.52,43.89
18,1,1,49.64,46.97,46.07,48.48
62,1,1,54.31,34.58,48.21,54.13
59,1,3,63.93,36.19,61.38,54.7
48,1,2,60.75,50.89,44.28,52.74
33,1,3,31.94,53.98,66.12,52.39
24,1,2,28.82,59.59,70.11,76.71
36,1,2,62.71,40.25,68.23,33.48
57,1,3,61.26,51.07,42.59,71.95
22,1,2,34.72,53.22,76.75,42.9
29,1,3,28.82,56.4,76.75,40.48
21,1,2,49.47,30.92,47.99,69.47
19,1,2,54.76,38.22,66.52,55.38
20,1,1,37.67,43.66,65.69,47.73
19,1,2,39.41,61.55,75.61,46.18
33,1,2,44.25,40.25,72.45,47.66
22,1,2,43.57,50.03,63.47,47.73
50,1,2,50.56,57.02,75.99,54.7
58,1,3,55.91,42.14,40.5,49.78
32,1,2,38.09,62.23,72.45,35.84
36,1,3,47.32,42.99,61.9,42.93
27,1,2,22.92,78.69,67.9,52.56
34,1,2,44.25,40.25,32.36,57.12
53,1,2,55.91,42.14,63.47,54.7
